id,validation,pdfName,directory
12885,Get,D18-1005.pdf,12885_2018_EMNLP_Get
12886,Get,D18-1006.pdf,12886_2018_EMNLP_Get
12887,Get,D18-1007.pdf,12887_2018_EMNLP_Get
12888,Get,D18-1008.pdf,12888_2018_EMNLP_Get
12889,Get,D18-1009.pdf,12889_2018_EMNLP_Get
12890,Get,D18-1010.pdf,12890_2018_EMNLP_Get
12891,Get,D18-1011.pdf,12891_2018_EMNLP_Get
12892,Get,D18-1012.pdf,12892_2018_EMNLP_Get
12893,Get,D18-1013.pdf,12893_2018_EMNLP_Get
12894,Get,D18-1014.pdf,12894_2018_EMNLP_Get
12895,Get,D18-1015.pdf,12895_2018_EMNLP_Get
12896,Get,D18-1016.pdf,12896_2018_EMNLP_Get
12897,Get,a361b9987572405b71a6b78d9bce347d1c40.pdf,12897_2018_EMNLP_Get
12898,Get,D18-1018.pdf,12898_2018_EMNLP_Get
12899,Get,D18-1019.pdf,12899_2018_EMNLP_Get
12900,Get,D18-1020.pdf,12900_2018_EMNLP_Get
12901,Get,D18-1021.pdf,12901_2018_EMNLP_Get
12902,Get,D18-1022.pdf,12902_2018_EMNLP_Get
12903,Get,D18-1023.pdf,12903_2018_EMNLP_Get
12904,Get,D18-1024.pdf,12904_2018_EMNLP_Get
12905,Get,D18-1025.pdf,12905_2018_EMNLP_Get
12906,Get,D18-1026.pdf,12906_2018_EMNLP_Get
12907,Get,D18-1027.pdf,12907_2018_EMNLP_Get
12908,Get,D18-1028.pdf,12908_2018_EMNLP_Get
12909,Get,D18-1029.pdf,12909_2018_EMNLP_Get
12910,Get,D18-1030.pdf,12910_2018_EMNLP_Get
12911,Get,D18-1031.pdf,12911_2018_EMNLP_Get
12912,Get,D18-1032.pdf,12912_2018_EMNLP_Get
12913,Get,D18-1033.pdf,12913_2018_EMNLP_Get
12914,None,NaN,12914_2018_EMNLP_None
12915,Get,D18-1035.pdf,12915_2018_EMNLP_Get
12916,Get,D18-1036.pdf,12916_2018_EMNLP_Get
12917,Get,D18-1037.pdf,12917_2018_EMNLP_Get
12918,Get,D18-1038.pdf,12918_2018_EMNLP_Get
12919,Get,D18-1039.pdf,12919_2018_EMNLP_Get
12920,Get,D18-1040.pdf,12920_2018_EMNLP_Get
12921,Get,D18-1041.pdf,12921_2018_EMNLP_Get
12922,Get,D18-1042.pdf,12922_2018_EMNLP_Get
12923,Get,D18-1043.pdf,12923_2018_EMNLP_Get
12924,Get,D18-1044.pdf,12924_2018_EMNLP_Get
12925,Get,D18-1045.pdf,12925_2018_EMNLP_Get
12926,Get,D18-1046.pdf,12926_2018_EMNLP_Get
12927,Get,D18-1047.pdf,12927_2018_EMNLP_Get
12928,Get,D18-1048.pdf,12928_2018_EMNLP_Get
12929,Get,D18-1049.pdf,12929_2018_EMNLP_Get
12930,Get,D18-1050.pdf,12930_2018_EMNLP_Get
12931,Get,D18-1051.pdf,12931_2018_EMNLP_Get
12932,Get,D18-1052.pdf,12932_2018_EMNLP_Get
12933,Get,D18-1053.pdf,12933_2018_EMNLP_Get
12934,Get,D18-1054.pdf,12934_2018_EMNLP_Get
12935,Get,D18-1055.pdf,12935_2018_EMNLP_Get
12936,Get,D18-1056.pdf,12936_2018_EMNLP_Get
12937,Get,D18-1057.pdf,12937_2018_EMNLP_Get
12938,Get,D18-1058.pdf,12938_2018_EMNLP_Get
12939,Get,D18-1059.pdf,12939_2018_EMNLP_Get
12940,Get,D18-1060.pdf,12940_2018_EMNLP_Get
12941,Get,D18-1061.pdf,12941_2018_EMNLP_Get
12942,Get,D18-1062.pdf,12942_2018_EMNLP_Get
12943,Get,D18-1063.pdf,12943_2018_EMNLP_Get
12944,Get,D18-1064.pdf,12944_2018_EMNLP_Get
12945,Get,D18-1065.pdf,12945_2018_EMNLP_Get
12946,Get,D18-1066.pdf,12946_2018_EMNLP_Get
12947,Get,D18-1067.pdf,12947_2018_EMNLP_Get
12948,Get,D18-1068.pdf,12948_2018_EMNLP_Get
12949,Get,D18-1069.pdf,12949_2018_EMNLP_Get
12950,Get,D18-1070.pdf,12950_2018_EMNLP_Get
12951,Get,D18-1071.pdf,12951_2018_EMNLP_Get
12952,Get,D18-1072.pdf,12952_2018_EMNLP_Get
12953,Get,D18-1073.pdf,12953_2018_EMNLP_Get
12954,Get,D18-1074.pdf,12954_2018_EMNLP_Get
12955,Get,D18-1075.pdf,12955_2018_EMNLP_Get
12956,Get,D18-1076.pdf,12956_2018_EMNLP_Get
12957,Get,D18-1077.pdf,12957_2018_EMNLP_Get
12958,Get,D18-1078.pdf,12958_2018_EMNLP_Get
12959,Get,D18-1079.pdf,12959_2018_EMNLP_Get
12960,Get,D18-1080.pdf,12960_2018_EMNLP_Get
12961,Get,D18-1081.pdf,12961_2018_EMNLP_Get
12962,Get,D18-1082.pdf,12962_2018_EMNLP_Get
12963,Get,D18-1083.pdf,12963_2018_EMNLP_Get
12964,Get,D18-1084.pdf,12964_2018_EMNLP_Get
12965,Get,D18-1085.pdf,12965_2018_EMNLP_Get
12966,None,NaN,12966_2018_EMNLP_None
12967,Get,D18-1087.pdf,12967_2018_EMNLP_Get
12968,None,NaN,12968_2018_EMNLP_None
12969,Get,0837b8be4583366156d3a83f83c0b41d9eb0.pdf,12969_2018_EMNLP_Get
12970,Get,D18-1090.pdf,12970_2018_EMNLP_Get
12971,Get,D18-1091.pdf,12971_2018_EMNLP_Get
12972,Get,D18-1092.pdf,12972_2018_EMNLP_Get
12973,Get,D18-1093.pdf,12973_2018_EMNLP_Get
12974,Get,D18-1094.pdf,12974_2018_EMNLP_Get
12975,Get,D18-1095.pdf,12975_2018_EMNLP_Get
12976,Get,D18-1096.pdf,12976_2018_EMNLP_Get
12977,Get,D18-1097.pdf,12977_2018_EMNLP_Get
12978,Get,D18-1098.pdf,12978_2018_EMNLP_Get
12979,Get,D18-1099.pdf,12979_2018_EMNLP_Get
12980,Get,D18-1100.pdf,12980_2018_EMNLP_Get
12981,Get,D18-1101.pdf,12981_2018_EMNLP_Get
12982,Get,D18-1102.pdf,12982_2018_EMNLP_Get
12983,Get,D18-1103.pdf,12983_2018_EMNLP_Get
12984,Get,D18-1104.pdf,12984_2018_EMNLP_Get
12985,Get,D18-1105.pdf,12985_2018_EMNLP_Get
12986,Get,D18-1106.pdf,12986_2018_EMNLP_Get
12987,Get,D18-1107.pdf,12987_2018_EMNLP_Get
12988,Get,D18-1108.pdf,12988_2018_EMNLP_Get
12989,Get,D18-1109.pdf,12989_2018_EMNLP_Get
12990,Get,D18-1110.pdf,12990_2018_EMNLP_Get
12991,Get,D18-1111.pdf,12991_2018_EMNLP_Get
12992,Get,D18-1112.pdf,12992_2018_EMNLP_Get
12993,Get,D18-1113.pdf,12993_2018_EMNLP_Get
12994,Get,D18-1114.pdf,12994_2018_EMNLP_Get
12995,Get,D18-1115.pdf,12995_2018_EMNLP_Get
12996,Get,D18-1116.pdf,12996_2018_EMNLP_Get
12997,Get,D18-1117.pdf,12997_2018_EMNLP_Get
12998,Get,D18-1118.pdf,12998_2018_EMNLP_Get
12999,Get,D18-1119.pdf,12999_2018_EMNLP_Get
13000,Get,D18-1120.pdf,13000_2018_EMNLP_Get
13001,Get,D18-1121.pdf,13001_2018_EMNLP_Get
13002,Get,D18-1122.pdf,13002_2018_EMNLP_Get
13003,Get,D18-1123.pdf,13003_2018_EMNLP_Get
13004,Get,D18-1124.pdf,13004_2018_EMNLP_Get
13005,Get,D18-1125.pdf,13005_2018_EMNLP_Get
13006,Get,D18-1126.pdf,13006_2018_EMNLP_Get
13007,Get,D18-1127.pdf,13007_2018_EMNLP_Get
13008,Get,D18-1128.pdf,13008_2018_EMNLP_Get
13009,Get,D18-1129.pdf,13009_2018_EMNLP_Get
13010,Get,D18-1130.pdf,13010_2018_EMNLP_Get
13011,Get,D18-1131.pdf,13011_2018_EMNLP_Get
13012,Get,D18-1132.pdf,13012_2018_EMNLP_Get
13013,Get,D18-1133.pdf,13013_2018_EMNLP_Get
13014,Get,D18-1134.pdf,13014_2018_EMNLP_Get
13015,Get,D18-1135.pdf,13015_2018_EMNLP_Get
13016,Get,D18-1136.pdf,13016_2018_EMNLP_Get
13017,Get,D18-1137.pdf,13017_2018_EMNLP_Get
13018,Get,D18-1138.pdf,13018_2018_EMNLP_Get
13019,Get,D18-1139.pdf,13019_2018_EMNLP_Get
13020,Get,D18-1140.pdf,13020_2018_EMNLP_Get
13021,Get,D18-1141.pdf,13021_2018_EMNLP_Get
13022,Get,D18-1142.pdf,13022_2018_EMNLP_Get
13023,Get,D18-1143.pdf,13023_2018_EMNLP_Get
13024,Get,78cff3c817b689ede7ba737fc72e7ac3fcfc.pdf,13024_2018_EMNLP_Get
13025,Get,D18-1145.pdf,13025_2018_EMNLP_Get
13026,Get,D18-1146.pdf,13026_2018_EMNLP_Get
13027,Get,D18-1147.pdf,13027_2018_EMNLP_Get
13028,Get,D18-1148.pdf,13028_2018_EMNLP_Get
13029,Get,D18-1149.pdf,13029_2018_EMNLP_Get
13030,Get,D18-1150.pdf,13030_2018_EMNLP_Get
13031,Get,D18-1151.pdf,13031_2018_EMNLP_Get
13032,Get,D18-1152.pdf,13032_2018_EMNLP_Get
13033,None,NaN,13033_2018_EMNLP_None
13034,Get,D18-1154.pdf,13034_2018_EMNLP_Get
13035,Get,D18-1155.pdf,13035_2018_EMNLP_Get
13036,Get,D18-1156.pdf,13036_2018_EMNLP_Get
13037,Get,D18-1157.pdf,13037_2018_EMNLP_Get
13038,Get,D18-1158.pdf,13038_2018_EMNLP_Get
13039,Get,D18-1159.pdf,13039_2018_EMNLP_Get
13040,Get,D18-1160.pdf,13040_2018_EMNLP_Get
13041,Get,D18-1161.pdf,13041_2018_EMNLP_Get
13042,Get,D18-1162.pdf,13042_2018_EMNLP_Get
13043,Get,D18-1163.pdf,13043_2018_EMNLP_Get
13044,Get,D18-1164.pdf,13044_2018_EMNLP_Get
13045,Get,D18-1165.pdf,13045_2018_EMNLP_Get
13046,Get,D18-1166.pdf,13046_2018_EMNLP_Get
13047,Get,D18-1167.pdf,13047_2018_EMNLP_Get
13048,Get,D18-1168.pdf,13048_2018_EMNLP_Get
13049,Get,D18-1169.pdf,13049_2018_EMNLP_Get
13050,Get,D18-1170.pdf,13050_2018_EMNLP_Get
13051,Get,D18-1171.pdf,13051_2018_EMNLP_Get
13052,Get,D18-1172.pdf,13052_2018_EMNLP_Get
13053,Get,D18-1173.pdf,13053_2018_EMNLP_Get
13054,Get,D18-1174.pdf,13054_2018_EMNLP_Get
13055,Get,D18-1175.pdf,13055_2018_EMNLP_Get
13056,Get,D18-1176.pdf,13056_2018_EMNLP_Get
13057,Get,D18-1177.pdf,13057_2018_EMNLP_Get
13058,Get,D18-1178.pdf,13058_2018_EMNLP_Get
13059,Get,D18-1179.pdf,13059_2018_EMNLP_Get
13060,Get,D18-1180.pdf,13060_2018_EMNLP_Get
13061,Get,D18-1181.pdf,13061_2018_EMNLP_Get
13062,Get,D18-1182.pdf,13062_2018_EMNLP_Get
13063,Get,D18-1183.pdf,13063_2018_EMNLP_Get
13064,Get,D18-1184.pdf,13064_2018_EMNLP_Get
13065,Get,D18-1185.pdf,13065_2018_EMNLP_Get
13066,Get,D18-1186.pdf,13066_2018_EMNLP_Get
13067,Get,D18-1187.pdf,13067_2018_EMNLP_Get
13068,Get,D18-1188.pdf,13068_2018_EMNLP_Get
13069,Get,D18-1189.pdf,13069_2018_EMNLP_Get
13070,Get,D18-1190.pdf,13070_2018_EMNLP_Get
13071,Get,D18-1191.pdf,13071_2018_EMNLP_Get
13072,Get,D18-1192.pdf,13072_2018_EMNLP_Get
13073,Get,D18-1193.pdf,13073_2018_EMNLP_Get
13074,Get,D18-1194.pdf,13074_2018_EMNLP_Get
13075,Get,D18-1195.pdf,13075_2018_EMNLP_Get
13076,Get,D18-1196.pdf,13076_2018_EMNLP_Get
13077,Get,D18-1197.pdf,13077_2018_EMNLP_Get
13078,Get,D18-1198.pdf,13078_2018_EMNLP_Get
13079,Get,D18-1199.pdf,13079_2018_EMNLP_Get
13080,Get,D18-1200.pdf,13080_2018_EMNLP_Get
13081,Get,D18-1201.pdf,13081_2018_EMNLP_Get
13082,Get,D18-1202.pdf,13082_2018_EMNLP_Get
13083,Get,D18-1203.pdf,13083_2018_EMNLP_Get
13084,None,NaN,13084_2018_EMNLP_None
13085,Get,c78901f7204047241768af8c13e49f405625.pdf,13085_2018_EMNLP_Get
13086,Get,D18-1206.pdf,13086_2018_EMNLP_Get
13087,None,NaN,13087_2018_EMNLP_None
13088,None,NaN,13088_2018_EMNLP_None
13089,Get,D18-1209.pdf,13089_2018_EMNLP_Get
13090,Get,D18-1210.pdf,13090_2018_EMNLP_Get
13091,Get,D18-1211.pdf,13091_2018_EMNLP_Get
13092,Get,D18-1212.pdf,13092_2018_EMNLP_Get
13093,Get,D18-1213.pdf,13093_2018_EMNLP_Get
13094,Get,D18-1214.pdf,13094_2018_EMNLP_Get
13095,Get,D18-1215.pdf,13095_2018_EMNLP_Get
13096,Get,D18-1216.pdf,13096_2018_EMNLP_Get
13097,Get,D18-1217.pdf,13097_2018_EMNLP_Get
13098,Get,D18-1218.pdf,13098_2018_EMNLP_Get
13099,Get,D18-1219.pdf,13099_2018_EMNLP_Get
13100,Get,D18-1220.pdf,13100_2018_EMNLP_Get
13101,Get,D18-1221.pdf,13101_2018_EMNLP_Get
13102,Get,D18-1222.pdf,13102_2018_EMNLP_Get
13103,Get,D18-1223.pdf,13103_2018_EMNLP_Get
13104,Get,D18-1224.pdf,13104_2018_EMNLP_Get
13105,Get,D18-1225.pdf,13105_2018_EMNLP_Get
13106,None,NaN,13106_2018_EMNLP_None
13107,Get,D18-1227.pdf,13107_2018_EMNLP_Get
13108,Get,D18-1228.pdf,13108_2018_EMNLP_Get
13109,Get,D18-1229.pdf,13109_2018_EMNLP_Get
13110,None,NaN,13110_2018_EMNLP_None
13111,Get,D18-1231.pdf,13111_2018_EMNLP_Get
13112,Get,D18-1232.pdf,13112_2018_EMNLP_Get
13113,Get,D18-1233.pdf,13113_2018_EMNLP_Get
13114,Get,D18-1234.pdf,13114_2018_EMNLP_Get
13115,Get,D18-1235.pdf,13115_2018_EMNLP_Get
13116,Get,D18-1236.pdf,13116_2018_EMNLP_Get
13117,Get,D18-1237.pdf,13117_2018_EMNLP_Get
13118,Get,D18-1238.pdf,13118_2018_EMNLP_Get
13119,Get,D18-1239.pdf,13119_2018_EMNLP_Get
13120,Get,D18-1240.pdf,13120_2018_EMNLP_Get
13121,Get,D18-1241.pdf,13121_2018_EMNLP_Get
13122,Get,D18-1242.pdf,13122_2018_EMNLP_Get
13123,Get,D18-1243.pdf,13123_2018_EMNLP_Get
13124,Get,D18-1244.pdf,13124_2018_EMNLP_Get
13125,Get,D18-1245.pdf,13125_2018_EMNLP_Get
13126,Get,D18-1246.pdf,13126_2018_EMNLP_Get
13127,Get,D18-1247.pdf,13127_2018_EMNLP_Get
13128,Get,D18-1248.pdf,13128_2018_EMNLP_Get
13129,Get,D18-1249.pdf,13129_2018_EMNLP_Get
13130,Get,D18-1250.pdf,13130_2018_EMNLP_Get
13131,Get,D18-1251.pdf,13131_2018_EMNLP_Get
13132,Get,D18-1252.pdf,13132_2018_EMNLP_Get
13133,Get,D18-1253.pdf,13133_2018_EMNLP_Get
13134,Get,D18-1254.pdf,13134_2018_EMNLP_Get
13135,Get,D18-1255.pdf,13135_2018_EMNLP_Get
13136,Get,D18-1256.pdf,13136_2018_EMNLP_Get
13137,Get,D18-1257.pdf,13137_2018_EMNLP_Get
13138,Get,D18-1258.pdf,13138_2018_EMNLP_Get
13139,Get,D18-1259.pdf,13139_2018_EMNLP_Get
13140,Get,D18-1260.pdf,13140_2018_EMNLP_Get
13141,Get,D18-1261.pdf,13141_2018_EMNLP_Get
13142,Get,D18-1262.pdf,13142_2018_EMNLP_Get
13143,Get,D18-1263.pdf,13143_2018_EMNLP_Get
13144,Get,D18-1264.pdf,13144_2018_EMNLP_Get
13145,Get,D18-1265.pdf,13145_2018_EMNLP_Get
13146,Get,D18-1266.pdf,13146_2018_EMNLP_Get
13147,Get,D18-1267.pdf,13147_2018_EMNLP_Get
13148,Get,D18-1268.pdf,13148_2018_EMNLP_Get
13149,Get,D18-1269.pdf,13149_2018_EMNLP_Get
13150,Get,D18-1270.pdf,13150_2018_EMNLP_Get
13151,Get,D18-1271.pdf,13151_2018_EMNLP_Get
13152,Get,D18-1272.pdf,13152_2018_EMNLP_Get
13153,Get,D18-1273.pdf,13153_2018_EMNLP_Get
13154,Get,D18-1274.pdf,13154_2018_EMNLP_Get
13155,Get,D18-1275.pdf,13155_2018_EMNLP_Get
13156,Get,D18-1276.pdf,13156_2018_EMNLP_Get
13157,Get,D18-1277.pdf,13157_2018_EMNLP_Get
13158,Get,D18-1278.pdf,13158_2018_EMNLP_Get
13159,None,NaN,13159_2018_EMNLP_None
13160,Get,D18-1280.pdf,13160_2018_EMNLP_Get
13161,Get,D18-1281.pdf,13161_2018_EMNLP_Get
13162,Get,D18-1282.pdf,13162_2018_EMNLP_Get
13163,Get,D18-1283.pdf,13163_2018_EMNLP_Get
13164,Get,D18-1284.pdf,13164_2018_EMNLP_Get
13165,Get,D18-1285.pdf,13165_2018_EMNLP_Get
13166,Get,D18-1286.pdf,13166_2018_EMNLP_Get
13167,Get,D18-1287.pdf,13167_2018_EMNLP_Get
13168,Get,D18-1288.pdf,13168_2018_EMNLP_Get
13169,Get,D18-1289.pdf,13169_2018_EMNLP_Get
13170,Get,D18-1290.pdf,13170_2018_EMNLP_Get
13171,Get,D18-1291.pdf,13171_2018_EMNLP_Get
13172,Get,D18-1292.pdf,13172_2018_EMNLP_Get
13173,Get,D18-1293.pdf,13173_2018_EMNLP_Get
13174,Get,D18-1294.pdf,13174_2018_EMNLP_Get
13175,Get,D18-1295.pdf,13175_2018_EMNLP_Get
13176,Get,D18-1296.pdf,13176_2018_EMNLP_Get
13177,Get,D18-1297.pdf,13177_2018_EMNLP_Get
13178,Get,D18-1298.pdf,13178_2018_EMNLP_Get
13179,Get,D18-1299.pdf,13179_2018_EMNLP_Get
13180,Get,D18-1300.pdf,13180_2018_EMNLP_Get
13181,Get,D18-1301.pdf,13181_2018_EMNLP_Get
13182,Get,D18-1302.pdf,13182_2018_EMNLP_Get
13183,Get,D18-1303.pdf,13183_2018_EMNLP_Get
13184,Get,D18-1304.pdf,13184_2018_EMNLP_Get
13185,Get,D18-1305.pdf,13185_2018_EMNLP_Get
13186,Get,280d8cba0956ec410a7cdccc49d1611a6168.pdf,13186_2018_EMNLP_Get
13187,Get,D18-1307.pdf,13187_2018_EMNLP_Get
13188,Get,D18-1308.pdf,13188_2018_EMNLP_Get
13189,Get,4d77609baeb1f226b5db4ca8770b343f4ce8.pdf,13189_2018_EMNLP_Get
13190,Get,D18-1310.pdf,13190_2018_EMNLP_Get
13191,Get,D18-1311.pdf,13191_2018_EMNLP_Get
13192,Get,D18-1312.pdf,13192_2018_EMNLP_Get
13193,Get,D18-1313.pdf,13193_2018_EMNLP_Get
13194,Get,D18-1314.pdf,13194_2018_EMNLP_Get
13195,Get,D18-1315.pdf,13195_2018_EMNLP_Get
13196,Get,D18-1316.pdf,13196_2018_EMNLP_Get
13197,Get,D18-1317.pdf,13197_2018_EMNLP_Get
13198,Get,D18-1318.pdf,13198_2018_EMNLP_Get
13199,Get,D18-1319.pdf,13199_2018_EMNLP_Get
13200,Get,D18-1320.pdf,13200_2018_EMNLP_Get
13201,Get,D18-1321.pdf,13201_2018_EMNLP_Get
13202,Get,D18-1322.pdf,13202_2018_EMNLP_Get
13203,Get,D18-1323.pdf,13203_2018_EMNLP_Get
13204,Get,D18-1324.pdf,13204_2018_EMNLP_Get
13205,Get,D18-1325.pdf,13205_2018_EMNLP_Get
13206,Get,D18-1326.pdf,13206_2018_EMNLP_Get
13207,Get,D18-1327.pdf,13207_2018_EMNLP_Get
13208,Get,D18-1328.pdf,13208_2018_EMNLP_Get
13209,Get,D18-1329.pdf,13209_2018_EMNLP_Get
13210,Get,D18-1330.pdf,13210_2018_EMNLP_Get
13211,Get,D18-1331.pdf,13211_2018_EMNLP_Get
13212,Get,D18-1332.pdf,13212_2018_EMNLP_Get
13213,Get,D18-1333.pdf,13213_2018_EMNLP_Get
13214,Get,D18-1334.pdf,13214_2018_EMNLP_Get
13215,Get,D18-1335.pdf,13215_2018_EMNLP_Get
13216,Get,D18-1336.pdf,13216_2018_EMNLP_Get
13217,Get,D18-1337.pdf,13217_2018_EMNLP_Get
13218,Get,D18-1338.pdf,13218_2018_EMNLP_Get
13219,Get,D18-1339.pdf,13219_2018_EMNLP_Get
13220,Get,D18-1340.pdf,13220_2018_EMNLP_Get
13221,Get,D18-1341.pdf,13221_2018_EMNLP_Get
13222,Get,D18-1342.pdf,13222_2018_EMNLP_Get
13223,Get,D18-1343.pdf,13223_2018_EMNLP_Get
13224,Get,D18-1344.pdf,13224_2018_EMNLP_Get
13225,None,NaN,13225_2018_EMNLP_None
13226,Get,D18-1346.pdf,13226_2018_EMNLP_Get
13227,Get,D18-1347.pdf,13227_2018_EMNLP_Get
13228,Get,D18-1348.pdf,13228_2018_EMNLP_Get
13229,Get,D18-1349.pdf,13229_2018_EMNLP_Get
13230,Get,D18-1350.pdf,13230_2018_EMNLP_Get
13231,Get,D18-1351.pdf,13231_2018_EMNLP_Get
13232,Get,D18-1352.pdf,13232_2018_EMNLP_Get
13233,Get,D18-1353.pdf,13233_2018_EMNLP_Get
13234,Get,D18-1354.pdf,13234_2018_EMNLP_Get
13235,Get,D18-1355.pdf,13235_2018_EMNLP_Get
13236,Get,D18-1356.pdf,13236_2018_EMNLP_Get
13237,Get,D18-1357.pdf,13237_2018_EMNLP_Get
13238,Get,D18-1358.pdf,13238_2018_EMNLP_Get
13239,Get,D18-1359.pdf,13239_2018_EMNLP_Get
13240,Get,D18-1360.pdf,13240_2018_EMNLP_Get
13241,Get,D18-1361.pdf,13241_2018_EMNLP_Get
13242,Get,D18-1362.pdf,13242_2018_EMNLP_Get
13243,Get,D18-1363.pdf,13243_2018_EMNLP_Get
13244,Get,D18-1364.pdf,13244_2018_EMNLP_Get
13245,Get,D18-1365.pdf,13245_2018_EMNLP_Get
13246,Get,D18-1366.pdf,13246_2018_EMNLP_Get
13247,Get,D18-1367.pdf,13247_2018_EMNLP_Get
13248,Get,D18-1368.pdf,13248_2018_EMNLP_Get
13249,Get,D18-1369.pdf,13249_2018_EMNLP_Get
13250,Get,D18-1370.pdf,13250_2018_EMNLP_Get
13251,Get,D18-1371.pdf,13251_2018_EMNLP_Get
13252,Get,D18-1372.pdf,13252_2018_EMNLP_Get
13253,Get,D18-1373.pdf,13253_2018_EMNLP_Get
13254,Get,D18-1374.pdf,13254_2018_EMNLP_Get
13255,Get,D18-1375.pdf,13255_2018_EMNLP_Get
13256,Get,D18-1376.pdf,13256_2018_EMNLP_Get
13257,Get,D18-1377.pdf,13257_2018_EMNLP_Get
13258,Get,D18-1378.pdf,13258_2018_EMNLP_Get
13259,Get,D18-1379.pdf,13259_2018_EMNLP_Get
13260,Get,D18-1380.pdf,13260_2018_EMNLP_Get
13261,Get,D18-1381.pdf,13261_2018_EMNLP_Get
13262,Get,D18-1382.pdf,13262_2018_EMNLP_Get
13263,Get,D18-1383.pdf,13263_2018_EMNLP_Get
13264,Get,D18-1384.pdf,13264_2018_EMNLP_Get
13265,Get,D18-1385.pdf,13265_2018_EMNLP_Get
13266,Get,D18-1386.pdf,13266_2018_EMNLP_Get
13267,Get,D18-1387.pdf,13267_2018_EMNLP_Get
13268,Get,D18-1388.pdf,13268_2018_EMNLP_Get
13269,Get,D18-1389.pdf,13269_2018_EMNLP_Get
13270,Get,D18-1390.pdf,13270_2018_EMNLP_Get
13271,Get,D18-1391.pdf,13271_2018_EMNLP_Get
13272,Get,D18-1392.pdf,13272_2018_EMNLP_Get
13273,Get,D18-1393.pdf,13273_2018_EMNLP_Get
13274,Get,D18-1394.pdf,13274_2018_EMNLP_Get
13275,Get,D18-1395.pdf,13275_2018_EMNLP_Get
13276,Get,D18-1396.pdf,13276_2018_EMNLP_Get
13277,Get,D18-1397.pdf,13277_2018_EMNLP_Get
13278,Get,D18-1398.pdf,13278_2018_EMNLP_Get
13279,Get,D18-1399.pdf,13279_2018_EMNLP_Get
13280,Get,D18-1400.pdf,13280_2018_EMNLP_Get
13281,Get,D18-1401.pdf,13281_2018_EMNLP_Get
13282,Get,D18-1402.pdf,13282_2018_EMNLP_Get
13283,Get,D18-1403.pdf,13283_2018_EMNLP_Get
13284,Get,D18-1404.pdf,13284_2018_EMNLP_Get
13285,Get,D18-1405.pdf,13285_2018_EMNLP_Get
13286,Get,D18-1406.pdf,13286_2018_EMNLP_Get
13287,Get,D18-1407.pdf,13287_2018_EMNLP_Get
13288,Get,D18-1408.pdf,13288_2018_EMNLP_Get
13289,None,NaN,13289_2018_EMNLP_None
13290,Get,D18-1410.pdf,13290_2018_EMNLP_Get
13291,Get,D18-1411.pdf,13291_2018_EMNLP_Get
13292,Get,D18-1412.pdf,13292_2018_EMNLP_Get
13293,Get,D18-1413.pdf,13293_2018_EMNLP_Get
13294,Get,D18-1414.pdf,13294_2018_EMNLP_Get
13295,Get,D18-1415.pdf,13295_2018_EMNLP_Get
13296,Get,D18-1416.pdf,13296_2018_EMNLP_Get
13297,Get,D18-1417.pdf,13297_2018_EMNLP_Get
13298,Get,D18-1418.pdf,13298_2018_EMNLP_Get
13299,Get,D18-1419.pdf,13299_2018_EMNLP_Get
13300,Get,D18-1420.pdf,13300_2018_EMNLP_Get
13301,Get,D18-1421.pdf,13301_2018_EMNLP_Get
13302,Get,D18-1422.pdf,13302_2018_EMNLP_Get
13303,Get,D18-1423.pdf,13303_2018_EMNLP_Get
13304,Get,D18-1424.pdf,13304_2018_EMNLP_Get
13305,Get,D18-1425.pdf,13305_2018_EMNLP_Get
13306,Get,D18-1426.pdf,13306_2018_EMNLP_Get
13307,Get,D18-1427.pdf,13307_2018_EMNLP_Get
13308,Get,D18-1428.pdf,13308_2018_EMNLP_Get
13309,Get,D18-1429.pdf,13309_2018_EMNLP_Get
13310,Get,D18-1430.pdf,13310_2018_EMNLP_Get
13311,Get,D18-1431.pdf,13311_2018_EMNLP_Get
13312,Get,D18-1432.pdf,13312_2018_EMNLP_Get
13313,Get,D18-1433.pdf,13313_2018_EMNLP_Get
13314,Get,D18-1434.pdf,13314_2018_EMNLP_Get
13315,Get,D18-1435.pdf,13315_2018_EMNLP_Get
13316,Get,D18-1436.pdf,13316_2018_EMNLP_Get
13317,Get,D18-1437.pdf,13317_2018_EMNLP_Get
13318,Get,2cb3d840d7250a87fc9be92be1abaa377d82.pdf,13318_2018_EMNLP_Get
13319,Get,D18-1439.pdf,13319_2018_EMNLP_Get
13320,None,NaN,13320_2018_EMNLP_None
13321,Get,314c8e03af0afb8391576d1ffb9ed821f199.pdf,13321_2018_EMNLP_Get
13322,None,NaN,13322_2018_EMNLP_None
13323,None,NaN,13323_2018_EMNLP_None
13324,Get,8a071cb992efb736be6a8dc26b83266d054e.pdf,13324_2018_EMNLP_Get
13325,Get,D18-1445.pdf,13325_2018_EMNLP_Get
13326,None,NaN,13326_2018_EMNLP_None
13327,Get,D18-1447.pdf,13327_2018_EMNLP_Get
13328,Get,b647947526c1e6d84fc54fdf741a33f4c1cb.pdf,13328_2018_EMNLP_Get
13329,Get,01c3f7601d253502e0ea7e8227df31d41393.pdf,13329_2018_EMNLP_Get
13330,Get,D18-1450.pdf,13330_2018_EMNLP_Get
13331,Get,D18-1451.pdf,13331_2018_EMNLP_Get
13332,Get,D18-1452.pdf,13332_2018_EMNLP_Get
